nm,n,k,wl
604.139648,2.486395,2.76829,0.604139648
604.886353,2.48889,2.769727,0.604886353
605.632935,2.491379,2.771163,0.605632935
606.379517,2.493864,2.772596,0.606379517
607.125977,2.496344,2.774028,0.607125977
607.872437,2.498819,2.775458,0.607872437
608.618835,2.50129,2.776887,0.608618835
609.365234,2.503756,2.778314,0.609365234
610.111511,2.506217,2.779739,0.610111511
610.857788,2.508673,2.781162,0.610857788
611.604004,2.511125,2.782584,0.611604004
612.350159,2.513572,2.784005,0.612350159
613.096252,2.516015,2.785423,0.613096252
613.842346,2.518453,2.786841,0.613842346
614.588379,2.520887,2.788256,0.614588379
615.33429,2.523316,2.789671,0.61533429
616.080261,2.525742,2.791084,0.616080261
616.826111,2.528162,2.792495,0.616826111
617.571899,2.530579,2.793905,0.617571899
618.317688,2.532991,2.795313,0.618317688
619.063416,2.535399,2.79672,0.619063416
619.809082,2.537802,2.798126,0.619809082
620.554749,2.540202,2.79953,0.620554749
621.300293,2.542597,2.800933,0.621300293
622.045837,2.544988,2.802335,0.622045837
622.791321,2.547376,2.803735,0.622791321
623.536743,2.549759,2.805134,0.623536743
624.282104,2.552138,2.806532,0.624282104
625.027466,2.554513,2.807928,0.625027466
625.772766,2.556885,2.809323,0.625772766
626.517944,2.559252,2.810717,0.626517944
627.263184,2.561615,2.81211,0.627263184
628.008301,2.563975,2.813501,0.628008301
628.753418,2.566331,2.814892,0.628753418
629.498413,2.568683,2.81628,0.629498413
630.243408,2.571031,2.817668,0.630243408
630.988403,2.573376,2.819055,0.630988403
631.733276,2.575717,2.82044,0.631733276
632.478149,2.578054,2.821825,0.632478149
633.222961,2.580388,2.823208,0.633222961
633.967712,2.582718,2.82459,0.633967712
634.712402,2.585045,2.825971,0.634712402
635.457031,2.587368,2.82735,0.635457031
636.20166,2.589688,2.828729,0.63620166
636.946228,2.592004,2.830106,0.636946228
637.690735,2.594316,2.831483,0.637690735
638.435181,2.596626,2.832858,0.638435181
639.179626,2.598932,2.834233,0.639179626
639.924011,2.601234,2.835606,0.639924011
640.668335,2.603534,2.836978,0.640668335
641.412598,2.60583,2.838349,0.641412598
642.156799,2.608123,2.839719,0.642156799
642.901001,2.610412,2.841089,0.642901001
643.645142,2.612699,2.842457,0.643645142
644.389221,2.614982,2.843823,0.644389221
645.13324,2.617262,2.84519,0.64513324
645.877197,2.619539,2.846554,0.645877197
646.621155,2.621813,2.847918,0.646621155
647.365051,2.624084,2.849281,0.647365051
648.108887,2.626351,2.850643,0.648108887
648.852661,2.628616,2.852004,0.648852661
649.596436,2.630878,2.853364,0.649596436
650.340149,2.633137,2.854723,0.650340149
651.083801,2.635393,2.856081,0.651083801
651.827393,2.637646,2.857438,0.651827393
652.570923,2.639896,2.858794,0.652570923
653.314453,2.642143,2.860149,0.653314453
654.057922,2.644388,2.861504,0.654057922
654.801331,2.64663,2.862857,0.654801331
655.544678,2.648869,2.864209,0.655544678
656.288025,2.651105,2.86556,0.656288025
657.03125,2.653339,2.86691,0.65703125
657.774475,2.65557,2.86826,0.657774475
658.5177,2.657798,2.869608,0.6585177
659.260803,2.660023,2.870956,0.659260803
660.003906,2.662246,2.872302,0.660003906
660.746887,2.664466,2.873648,0.660746887
661.489929,2.666684,2.874993,0.661489929
662.232849,2.6689,2.876336,0.662232849
662.975708,2.671112,2.877679,0.662975708
663.718567,2.673322,2.879021,0.663718567
664.461365,2.67553,2.880362,0.664461365
665.204102,2.677735,2.881701,0.665204102
665.946838,2.679938,2.88304,0.665946838
666.689453,2.682138,2.884378,0.666689453
667.432068,2.684336,2.885716,0.667432068
668.174622,2.686532,2.887052,0.668174622
668.917175,2.688725,2.888387,0.668917175
669.659607,2.690916,2.889721,0.669659607
670.402039,2.693105,2.891055,0.670402039
671.144409,2.695291,2.892387,0.671144409
671.886719,2.697475,2.893718,0.671886719
672.629028,2.699657,2.895049,0.672629028
673.371216,2.701837,2.896379,0.673371216
674.113403,2.704014,2.897707,0.674113403
674.85553,2.706189,2.899035,0.67485553
675.597656,2.708362,2.900362,0.675597656
676.339661,2.710533,2.901687,0.676339661
677.081665,2.712702,2.903012,0.677081665
677.823608,2.714868,2.904336,0.677823608
678.565491,2.717033,2.905659,0.678565491
679.307373,2.719195,2.906981,0.679307373
680.049194,2.721356,2.908302,0.680049194
680.790955,2.723514,2.909622,0.680790955
681.532654,2.72567,2.910941,0.681532654
682.274292,2.727825,2.912259,0.682274292
683.01593,2.729977,2.913576,0.68301593
683.757507,2.732127,2.914892,0.683757507
684.499023,2.734276,2.916207,0.684499023
685.240479,2.736422,2.917521,0.685240479
685.981934,2.738567,2.918835,0.685981934
686.723267,2.740709,2.920147,0.686723267
687.4646,2.74285,2.921458,0.6874646
688.205933,2.744989,2.922768,0.688205933
688.947144,2.747126,2.924077,0.688947144
689.688354,2.749261,2.925385,0.689688354
690.429504,2.751395,2.926693,0.690429504
691.170593,2.753526,2.927999,0.691170593
691.911621,2.755656,2.929304,0.691911621
692.652649,2.757784,2.930608,0.692652649
693.393616,2.75991,2.931911,0.693393616
694.134521,2.762034,2.933213,0.694134521
694.875366,2.764157,2.934515,0.694875366
695.616211,2.766278,2.935815,0.695616211
696.356934,2.768397,2.937114,0.696356934
697.097656,2.770514,2.938411,0.697097656
697.838379,2.77263,2.939708,0.697838379
698.578979,2.774745,2.941004,0.698578979
699.31958,2.776857,2.942299,0.69931958
700.06012,2.778968,2.943593,0.70006012
700.800598,2.781077,2.944885,0.700800598
701.541016,2.783185,2.946177,0.701541016
702.281433,2.785291,2.947467,0.702281433
703.02179,2.787395,2.948757,0.70302179
703.762085,2.789498,2.950045,0.703762085
704.502319,2.7916,2.951333,0.704502319
705.242493,2.793699,2.952619,0.705242493
705.982666,2.795797,2.953904,0.705982666
706.722778,2.797894,2.955188,0.706722778
707.46283,2.799989,2.95647,0.70746283
708.202881,2.802083,2.957752,0.708202881
708.94281,2.804175,2.959033,0.70894281
709.682739,2.806265,2.960312,0.709682739
710.422668,2.808354,2.961591,0.710422668
711.162476,2.810442,2.962868,0.711162476
711.902222,2.812528,2.964144,0.711902222
712.641968,2.814613,2.965419,0.712641968
713.381653,2.816696,2.966693,0.713381653
714.121338,2.818778,2.967965,0.714121338
714.860901,2.820858,2.969237,0.714860901
715.600464,2.822937,2.970507,0.715600464
716.339966,2.825015,2.971776,0.716339966
717.079407,2.827091,2.973044,0.717079407
717.818787,2.829166,2.974311,0.717818787
718.558167,2.831239,2.975577,0.718558167
719.297485,2.833311,2.976841,0.719297485
720.036743,2.835382,2.978104,0.720036743
720.77594,2.837451,2.979366,0.72077594
721.515137,2.839519,2.980627,0.721515137
722.254272,2.841586,2.981886,0.722254272
722.993347,2.843651,2.983145,0.722993347
723.732361,2.845715,2.984402,0.723732361
724.471375,2.847778,2.985658,0.724471375
725.210266,2.849839,2.986912,0.725210266
725.949158,2.851899,2.988166,0.725949158
726.687988,2.853958,2.989418,0.726687988
727.426819,2.856015,2.990669,0.727426819
728.165527,2.858072,2.991918,0.728165527
728.904236,2.860126,2.993167,0.728904236
729.642883,2.86218,2.994414,0.729642883
730.38147,2.864233,2.99566,0.73038147
731.120056,2.866284,2.996904,0.731120056
731.858582,2.868334,2.998147,0.731858582
732.597046,2.870382,2.99939,0.732597046
733.335449,2.87243,3.00063,0.733335449
734.073792,2.874476,3.001869,0.734073792
734.812134,2.876521,3.003108,0.734812134
735.550415,2.878565,3.004344,0.735550415
